violation_type,violation_section,violation_description,reviewed_dv_classification,normalized_section,numeric_statute_family,explicit_attempt_prefix,categories,reason,charge_rows,source_id_groups,statute_url
PC,472,FORGE OFFICIAL SEAL (F),other,472,472,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=472.
PC,487(C),GRAND THEFT FROM PERS (Pocket-Picking) (F),other,487(C),487,0,all|property,property: explicit PC numeric statute family 487,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=487.
PC,487(D),GRAND THEFT:FIREARM/ANIMAL (Theft From Mot Veh) (F),other,487(D),487,0,all|property,property: explicit PC numeric statute family 487,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=487.
PC,487E,GRAND THEFT:DOG [OVER $950] (F),other,487E,487,0,all|property,property: explicit PC numeric statute family 487,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=487.
PC,602(H),TRESPASS:SIGNS DISPLAYED:FARM ANIMALS RAISED:ENTER LAND AND/OR DESTROY FENCE,other,602(H),602,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=602.
PC,602(S),TRESPASS:REFUSE TO LEAVE HOTEL/MOTEL (M),other,602(S),602,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=602.
PC,626.10(A),POSS WEAPON AT SCHOOL (F),other,626.10(A),626.10,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=626.10.
PC,626.10(A),POSSESS WEAPON/ETC AT SCHOOL (M),other,626.10(A),626.10,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=626.10.
PC,626.9(B),HAVE FIREARM AT PUBLIC SCHOOL (F),other,626.9(B),626.9,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=626.9.
PC,653.23,SUPERVISE/ETC PROSTITUTION ACTIVITIES (M),other,653.23,653.23,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=653.23.
PC,76(A),THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC (F),other,76(A),76,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=76.
PC,836.6(A),ESCAPE/ATTEMPT ESCAPE FROM CUST OF SHERIFF (M),other,836.6(A),836.6,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=836.6.
VC,16028A,FAIL TO PROVE FIN RESPONSIBILITY:PEACE OFCR REQUEST,other,16028A,16028,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=16028.
VC,21460A,LANE USAGE:VEH CROSS DOUBLE SOLID LINE (I),other,21460A,21460,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=21460.
VC,22108,FAIL TO SIGNAL AT LEAST 100 FEET BEFORE TURN (I),other,22108,22108,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22108.
VC,22400A,DRIVE TOO SLOWLY/IMPEDING TRAFFIC (I),other,22400A,22400,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=22400.
VC,23123.5(A),PROHIBIT USE OF HND HLD DEVICE WHILE DRIVING (I),other,23123.5(A),23123.5,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23123.5.
VC,23152(G),DUI ALCOHOL/DRUG,other,23152(G),23152,0,all|driving,driving: explicit VC numeric statute family 23152,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=23152.
VC,24600B,"OTHER THAN MOTORCYCLE, MUST HAVE TWO TAILLAMPS (I)",other,24600B,24600,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=24600.
VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY,other,2800.2(A),2800.2,0,all|driving,driving: explicit VC numeric statute family 2800.2,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=2800.2.
VC,4461(C),DISPLAY UNAUTH DISABLED PERS PLACARD (M),other,4461(C),4461,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=4461.
VC,5200,"IF ONLY ONE PLATE ISSUED, MUST BE ON BACK (I)",other,5200,5200,0,all,All-source population only; outside the selected statute-family indicators,5,5,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=VEH&sectionNum=5200.
BP,25658(B),MINOR PURCHASE LIQUOR IN BAR (M),other,25658(B),25658,0,all,All-source population only; outside the selected statute-family indicators,4,4,
CO,76.101,OPERATE OFF-HIGHWAY VEHICLE ON PRIVATE PROPERTY W/O OWNERS CONSENT (I),other,76.101,76.101,0,all,All-source population only; outside the selected statute-family indicators,4,3,
HS,11173(A),OBTAIN/ETC CONTROLLED SUBS BY FRAUD (F),other,11173(A),11173,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=HSC&sectionNum=11173.
HS,11364,POSS CONTRL SUB PARAPHERNALIA,other,11364,11364,0,all|drug,drug: explicit HS numeric statute family 11364,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=HSC&sectionNum=11364.
HS,11366.8(A),USE FALSE COMPARTMENT TO STORE CONT SUBS,other,11366.8(A),11366.8,0,all|drug,drug: explicit HS numeric statute family 11366.8,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=HSC&sectionNum=11366.8.
MC,10.32.040(C),Posses open alcoholic container in park,other,10.32.040(C),10.32,0,all,All-source population only; outside the selected statute-family indicators,4,4,
MC,9.20.020B,"NO ONE SHALL CAMP, LODGE, SLEEP OVERNIGHT IN PUBLIC PARK, STREET OR HIGHWAY (I)",other,9.20.020B,9.20,0,all,All-source population only; outside the selected statute-family indicators,4,3,
MC,9.85.040,POSSESS SHOPPING CART REMOVED FROM PREMESIS,other,9.85.040,9.85,0,all,All-source population only; outside the selected statute-family indicators,4,3,
PC,12403.7(A),POSSES TEAR GAS/WEAPON (F),other,12403.7(A),12403.7,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=12403.7.
PC,136.1(B)(2),ATT TO PREVENT/DISSUADE VIC/WIT FROM PROSECUTING (F),ambiguous_related,136.1(B)(2),136.1,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=136.1.
PC,148.9(A),FALSE IDENT TO PEACE OFCR,other,148.9(A),148.9,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=148.9.
PC,166(A),CONTEMPT OF COURT VIOLATE A GANG INJUNCTION (M),ambiguous_related,166(A),166,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=166.
PC,166(A)(3),CONTEMPT OF COURT:BREACH OF PEACE (M),ambiguous_related,166(A)(3),166,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=166.
PC,166(A)(5),CONTEMPT OF COURT:RESIST COURT ORDER (M),ambiguous_related,166(A)(5),166,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=166.
PC,182(A)(1),CONSPIRE TO COMMIT A CRIME,other,182(A)(1),182,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=182.
PC,182(A)(4),CONSPIRACY: DEFRAUD PERSON OF PROPERTY (M),other,182(A)(4),182,0,all,All-source population only; outside the selected statute-family indicators,4,2,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=182.
PC,20170(A),DISPLAY/EXPOSE IN PUBLIC PLACE IMITATION FIREARM (I),other,20170(A),20170,0,all|weapons,weapons: explicit PC numeric statute family 20170,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=20170.
PC,215(A),CARJACKING,ambiguous_related,215(A),215,0,all,All-source population only; outside the selected statute-family indicators,4,3,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=215.
PC,21510(C),SELL/TRANSFER/GIVE/ETC SWITCHBLADE KNIFE (M),ambiguous_related,21510(C),21510,0,all|weapons,weapons: explicit PC numeric statute family 21510,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=21510.
PC,22810(E)(3),TEARGAS/TEARGAS WEAPON PURCHASED/ETC SHALL DISPLAY EXP DATE (M),other,22810(E)(3),22810,0,all|weapons,weapons: explicit PC numeric statute family 22810,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=22810.
PC,243(D),BATTERY W/SER BODILY INJURY,ambiguous_related,243(D),243,0,all|violence,violence: explicit PC numeric statute family 243; core-DV charge excluded from this family,4,3,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=243.
PC,243(E)(1),BATTERY: SPOUSE/EX SPOUSE/DATE/ETC,core_dv,243(E)(1),243,0,all|core,Core DV: existing reviewed exact charge classification,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=243.
PC,247(B),SHOOT AT UNOCCUPIED DWELLING/VEH (F),other,247(B),247,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=247.
PC,25400(C)(6),CARRY A LOADED CONCEALED WEAPON ON PERSON (M),other,25400(C)(6),25400,0,all|weapons,weapons: explicit PC numeric statute family 25400,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=25400.
PC,25850(C)(6),CARRY LOADED HANDGUN:NOT REGISTERED OWNER,other,25850(C)(6),25850,0,all|weapons,weapons: explicit PC numeric statute family 25850,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=25850.
PC,261(A)(3),RAPE OF DRUGGED VIC (F),ambiguous_related,261(A)(3),261,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=261.
PC,26100(A),VEH DRIVER/OWNER OTHER CARRY/ETC FIREARM INTO VEHICLE (M),ambiguous_related,26100(A),26100,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=26100.
PC,288.7(A),SODOMY:VICTIM UNDER 10 YEARS OF AGE (F),ambiguous_related,288.7(A),288.7,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=288.7.
PC,290.013,SEX REGISTRANT FAIL REPORT ADDRESS CHANGE (M),other,290.013,290.013,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=290.013.
PC,29820(B),CONVICTED PERSON POSSESS/ETC FIREARM WHILE UNDER AGE 30 (F),other,29820(B),29820,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=29820.
PC,3056,VIOLATION PAROLE/FELONY,other,3056,3056,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=3056.
PC,368(B)(1),ACTIONS LIKELY TO CAUSE HARM/DEATH OF ELDER /DEPENDENT ADULT,ambiguous_related,368(B)(1),368,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=368.
PC,368(D),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT $950 OR LESS) (M),ambiguous_related,368(D),368,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=368.
PC,368(D)(2),THEFT OF ELDER/DEPENDENT ADULT (EMBEZZLEMENT $950 OR LESS) (M),ambiguous_related,368(D)(2),368,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=368.
PC,369I(B),TRESPASS:RAIL TRANSIT PROP (M),other,369I(B),369,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=369.
PC,370,PUBLIC NUISANCE (M),other,370,370,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=370.
PC,422(A),THREATEN CRIME WITH INTENT TO TERRORIZE,ambiguous_related,422(A),422,0,all|violence,violence: explicit PC numeric statute family 422; core-DV charge excluded from this family,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=422.
PC,4532(B)(1),ATT/ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH A FELONY,other,4532(B)(1),4532,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=4532.
PC,4532(B)(2),ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH FELONY:FORCE/VIOLENCE (F),other,4532(B)(2),4532,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=4532.
PC,455(A),ATTEMPT OR AID ARSON (F),other,455(A),455,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=455.
PC,4550(B),RESCUE/ATTEMPT RESCUE PRISONER CONVICTED TO STATE PRISON (F),other,4550(B),4550,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=4550.
PC,4574(A),SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL,other,4574(A),4574,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=4574.
PC,466,POSSESS BURGLAR TOOLS,other,466,466,0,all|property,property: explicit PC numeric statute family 466,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=466.
PC,470B,POSS DRVRS LIC/IDENT TO COMMIT FORGERY (F),other,470B,470,0,all|property,property: explicit PC numeric statute family 470,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=470.
PC,476A(A),INSUFFICIENT FUNDS:CHECKS/DRAFTS/ETC (M),other,476A(A),476,0,all|property,property: explicit PC numeric statute family 476,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=476.
PC,487(D),GRAND THEFT:FIREARM/ANIMAL (All Other Larceny) (F),other,487(D),487,0,all|property,property: explicit PC numeric statute family 487,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=487.
PC,488,PETTY THEFT,other,488,488,0,all|property,property: explicit PC numeric statute family 488,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=488.
PC,502(C)(1)(A),ACCESS COMPUTER/ALTER DATA:DEVISE SCHEME DEFRAUD (F),other,502(C)(1)(A),502,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=502.
PC,518(A),EXTORTION (F),other,518(A),518,0,all,All-source population only; outside the selected statute-family indicators,4,3,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=518.
PC,538D,IMPERSONATING A PEACE OFCR (M),other,538D,538,0,all,All-source population only; outside the selected statute-family indicators,4,4,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=PEN&sectionNum=538.
