Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
PC,487(D),GRAND THEFT:FIREARM/ANIMAL (All Other Larceny) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,488,PETTY THEFT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,502(C)(1)(A),ACCESS COMPUTER/ALTER DATA:DEVISE SCHEME DEFRAUD (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
PC,518(A),EXTORTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,3,0.0,4.0,0.0
PC,538D,IMPERSONATING A PEACE OFCR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,0.0,1.0
PC,550(A)(5),PREPARE WRITING FOR FALSE INSURANCE CLAIM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,555,ENTER/REMAIN ON POSTED PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,602(Q),TRESPASS:REFUSE TO LEAVE PUBLIC BUILDING (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,647(4)(A),DISTRIBUTE INTIMATE IMAGE CAUSING SERIOUS EMOTIONAL DISTRESS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,647(F),DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,3,0.0,4.0,0.0
PC,647(J)(1),DISORDERLY CONDUCT:PEEPING THRU HOLE OR WITH INSTRUMENT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,0.0,1.0
PC,648,MAKE/CIRCULATE UNAUTH PAPER MONEY W/PR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,666,PETTY THEFT W/PR JAIL TERM (Theft From Building) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,2.0,0.0,2.0
PC,666.1,PETTY THEFT W/ 2 PRIOR CONVICTIONS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,4.0,0.0
PC,666.1(A)(1),GRAND THEFT (MOT VEH THEFT) W/2+ PRIOR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,0.0,4.0
VC,10851(E),TAKING VEHICLE WITHOUT OWNER CONSENT WITH SPECIFIC PRIORS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
VC,14601.5(B),DRIVE W/LICENSE SUSPENDED/ETC WHILE DRIVING PRIVILEGE RESTRICTED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,0.0,1.0
VC,16020(A),FAIL TO CARRY EVIDENCE OF FINANCIAL REPONSIBILITY:VEHICLE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
VC,20001(B)(1),HIT AND RUN RESULTING IN INJURY(IBR 90Z),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
VC,21954A,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,0.0,1.0
VC,21955,JAYWALKING (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
VC,22651O1A,VEHICLE REGISTRATION EXPIRED OVER 6 MONTHS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
VC,5201.1(C),ERASE/ALTER REFLECTIVE COATING ON LICENSE PLATE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
CO,41.139,NO BEVERAGE (EXCESS 20% ALC) IN COUNTY PARK W/O AUTH (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,0.0,0.0,3.0
HS,11357(A)(1),POSSESS MARIJUANA 28.5 GRAMS OR LESS - UNDER 18 (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
HS,11361(A),USE/INDUCE/SELL MINOR MARIJUANA (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
HS,11365(A),VISIT WHERE CONTROLLED SUBS USED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
HS,11366.6,USE FORTIFIED ROOM TO SELL CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
HS,11377(A),POSSESS CONTROLLED SUBSTANCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
HS,11380(A),USE/ETC MINOR TO VIOLATE CONTROLLED SUBS ACT (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
HS,13001,THROW BURNING MATERIAL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,0.0,1.0
MC,11.08.030,SMOKING PROHIBITED IN PUBLIC PLACE OR PLACE OF EMPLOYMENT EXCEPT IN DESIGNATE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,1.0,2.0
MC,12.20.050,CITY PARKS ACCESS AFTERHOURS PROHIBITED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
MC,12.50.030,OBSTRUCTION OF PUBLIC PROPERTY (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
MC,12.56.020(X),REMAIN ON PUBLIC GROUNDS AFTER CLOSING (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
MC,15.24,"Fire Code, Uniform Fire Code",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
MC,17.16.070G6,LG GENERAL COMMERCIAL ZONE: DEV. STANDARDS: ENCLOSURE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
MC,6.52.010B,NON CHARITABLE SOLICITATIONS- NO PERMIT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,0.0,3.0
MC,8.04.150,REMAIN AT BEACH/PARK WHEN CLOSED,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,0.0,0.0,3.0
MC,8.50.010,"URINATE/DEFECATE ON STREET, SIDEWALK, ALLEY, PARK, PUBLIC BLDG (M)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,1.0,2.0,0.0
MC,9.04.080,In park after hours,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
MC,9.68.030(B),"POSSESS OPEN CONTAINER IN MAST PARK, SANTEE LAKES, WEEKDAYS OR NON HOLIDAYS ONLY",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,118(A),PERJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,12022.7(A),"FEL RESULT IN GBI, OTHER THAN AGG ASSAULT (BAIL+)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,0.0,2.0,1.0
PC,1320(B),FAILURE TO APPEAR ON FELONY CHARGE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,141(A),TAMPER WITH EVIDENCE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,148.1(A),FALSE BOMB REPORT TO PEACE OFCR/MEDIA (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,148.5(C),FALSE REPORT OF CRIME TO LAW ENFORCEMENT EMPLOYEE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,1610,CONFINED PENDING OUTPATIENT REVOKE REQUEST (N),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,2.0,1.0
PC,171B(A)(1),POSS FIREARM IN PUBLIC BUILDING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,20170(A),DISPLAY/EXPOSE IN PUBLIC PLACE IMITATION FIREARM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,25140(A),HANDGUN IN UNATTENDED VEHICLE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
PC,26500(A),SELL/TRANSFER/ETC FIREARMS WITHOUT A LICENSE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,1,0.0,3.0,0.0
PC,266I(B)(1),PANDERING:OTHER PERSON OVER 16 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,0.0,0.0,3.0
PC,270,FAILURE TO PROVIDE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,0.0,1.0
PC,290.018(B),FAIL REGISTER WITH FELONY SEX OFFENDER PRIOR CONVICTION,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,1.0,2.0,0.0
PC,29180(B),MANUFACTURE/ASSEMBLE FIREARM - PROVIDE SERIAL NUMBER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,1.0,1.0,1.0
PC,29610,MINOR ILLEGALLY POSSESS CONCEALED WEAPON (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,29805(A)(1),CONVICTED PERSON POSSESS/OWN/ETC FIREARM:SPECIFIC PRIORS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,3453(Q),FLASH INCARCERATION,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,0.0,3.0
PC,369I(A),TRESPASS:RAILROAD PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,381(A),POSS TOLUENE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,2.0,1.0
PC,403,DISTURBANCE AT ASSEMBLY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,415(3),DISORD CONDUCT:OFFENSIVE WORDS IN PUBLIC PLACE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,419,RETAKE LAND AFTER LEGAL REMOVAL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,4532(A)(2),ESCAPE JAIL/ETC WHILE CHARGED W/ MISD W/ FORCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
PC,457.1(H),FAIL TO REGISTER AS ARSON OFFENDER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,487(A),GRAND THEFT:MONEY/LABOR/PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,487(D),GRAND THEFT:FIREARM (ALL OTHER LARCENY) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,0.0,1.0,2.0
PC,487AA,GRAND THEFT - ANIMAL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,1.0,2.0,0.0
PC,488,PETTY THEFT(All Other Larceny),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,488,PETTY THEFT(SHOPLIFT),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,490.4(A)(2),THEFT OF MERCHANDISE W/ INTENT TO SELL - POSSESSION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,496(B),DEALER/ETC NOT DETERMINE OWNERSHIP [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,498(B)(1),THEFT OF UTILITY SERVICES BY DIVERTING (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
PC,498(B)(5),THEFT OF UTILITY SVCS BENEFIT UNDER $950 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,2.0,1.0
PC,524,ATTEMPTED EXTORTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,0.0,1.0
PC,529(A)(1),PERSONATE TO POST BAIL/SURETY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,1.0,0.0,2.0
PC,529(A)(3),PERSONATE TO MAKE OTHER LIABLE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,530.5(A),GET CREDIT/ETC OTHERS ID,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,530.5(C)(3),POSSESS ID OF 10 OR MORE PERSONS WITH INTENT TO DEFRAUD,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,602(A),TRESPASS:DESTROY STANDING TIMBER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,0.0,2.0,1.0
PC,602(I),TRESPASS:DESTROY FENCE/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,602(J),TRESPASS:BUILD FIRES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,2,1.0,2.0,0.0
PC,602(M),TRESPASS:OCCUPY REAL PROPERTY W/O OWNER CONSENT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,602N,TRESPASS:DRIVE ON PRIV. PROP. W/O OWNER CONSENT(M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,626.10(A),POSS WEAPON AT SCHOOL K-12 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
PC,653F(B),SOLICIT TO COMMIT MURDER (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,666.5(A),VEHICLE/ETC THEFT :SPECIFIC PRIORS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
PC,667(E)(1),ONE PRIOR STRIKE (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,667.5(A),PRIOR VIOLENT FEL PRISON TERM (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,2.0,1.0
PC,667.5(B),PRIOR NON VIOLENT FEL PRISON TERM (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,1.0,2.0
PC,69(A),OBSTRUCT/RESIST EXECUTIVE OFFICER WITH SERIOUS INJURY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,69(A),THREATEN EXECUTIVE OFFICER WITH VIOLENCE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,71(A)(1),THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
PC,836.6(A),ESCAPE/ATT ESCAPE FROM CUST W/FORCE CAUSING SER INJ (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
RT,30474,POSSESS/ETC FOR SALE/ETC CIGARETTES W/O STAMP/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
VC,10802,ALTER VEH ID NUMBER FOR SALE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,10851(B),TAKE ON-CALL EMERGENCY VEH WITHOUT CONSENT (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,14601.1(A),DRVG WHILE LIC SUSP OR REVOKED:OTHER REASONS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
VC,14603,OPER VEH:VIOL OF LIC RESTRICTION (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,1.0,2.0,0.0
VC,20003(A),FAILURE TO PROVIDE INFO:INJ ACCIDENT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,21950A,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,22349(B),EXCEED 55 MPH STATUTORY SPEED:2-LANE ROADS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,23103,RECKLESS DRVG:HWY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
VC,23112A,NO ONE SHALL THROW SUBSTANCE ON HIGHWAY FROM VEHICLE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
VC,23123.5(A),PROHIBIT TEXT-BASED COMMUNICATION WHILE DRIVING (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,23152D,DUI ALC/0.04 PERCENT WHILE DRVG COMMERCIAL VEH (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,23221(B),NO PASSENGER SHALL DRINK ANY ALCOHOLIC BEVERAGE WHILE ON HIGHWAY (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,23223,OPEN CONTAINER ALC IN VEH (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,23224B,PASSENGER:MINOR:POSS ALC IN VEH (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
VC,24400,2 HEADLAMPS ON DURING DARKNESS (CAR) (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,27150A,INADEQUATE MUFFLERS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,0.0,1.0
VC,27156,NOT EQUIPED W/SMOG DEV (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
VC,27803B,MOTORCYCLE/ETC:HELMET VIOL (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,4461,LOAN REGISTRATION TO UNAUTH PERS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,4462A,FAIL PROVIDE VEH REG TO PEACE OFCR ON DEMAND (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
VC,4463.5(A),MFG FAKE LIC PLATE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
VC,5201(B),LICENSE PLATES SHALL NOT BE COVERED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
WI,8102,CONFISCATION OF FIREARM,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,0.0,3.0,0.0
WI,8103(A)(1),POSS FIREARM/DEADLY WEAPON:MENTAL DISORDER PROHIBITED (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,2.0,1.0,0.0
ZZ,19,VIOL FED NARC. LAWS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,3,3,3.0,0.0,0.0
BP,25620,POSS OPEN CONTAINER OF ALC IN PUBLIC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,2,2,0.0,2.0,0.0
